Gene Symbol	GO - Biological Process	GO - Cellular Component	GO - Molecular Function	GO ID	GSEA Standard Name	
PmUG01_00017100.1-p1	-	-	-	-	-	
PmUG01_00017700.1-p1	-	-	-	-	-	
PmUG01_00020800.1-p1	-	-	-	-	-	
PmUG01_00031600.1-p1	-	-	-	-	-	
PmUG01_00034900.1-p1	-	-	-	-	-	
PmUG01_00035900.1-p1	-	-	-	-	-	
PmUG01_00037000.1-p1	-	-	-	-	-	
PmUG01_00037200.1-p1	-	-	-	-	-	
PmUG01_00039400.1-p1	-	-	-	-	-	
PmUG01_00040800.1-p1	-	-	-	-	-	
PmUG01_00044900.1-p1	-	-	-	-	-	
PmUG01_00045900.1-p1	-	-	-	-	-	
PmUG01_00048700.1-p1	-	-	-	-	-	
PmUG01_00052600.1-p1	-	-	-	-	-	
PmUG01_00053000.1-p1	-	-	-	-	-	
PmUG01_00055200.1-p1	-	-	-	-	-	
PmUG01_00056300.1-p1	-	-	-	-	-	
PmUG01_00057400.1-p1	-	-	-	-	-	
PmUG01_00058450.1-p1	-	-	-	-	-	
PmUG01_00059200.1-p1	-	-	-	-	-	
PmUG01_00062400.1-p1	-	-	-	-	-	
PmUG01_00066100.1-p1	-	-	-	-	-	
PmUG01_00066200.1-p1	-	-	-	-	-	
PmUG01_00066600.1-p1	-	-	-	-	-	
PmUG01_00073800.1-p1	-	-	-	-	-	
PmUG01_00075100.1-p1	-	-	-	-	-	
PmUG01_00078400.1-p1	-	-	-	-	-	
PmUG01_01011200.1-p1	-	-	-	-	-	
PmUG01_01012800.1-p1	-	-	-	-	-	
PmUG01_01031900.1-p1	-	-	-	-	-	
PmUG01_01032000.1-p1	-	-	-	-	-	
PmUG01_01032400.1-p1	-	-	-	-	-	
PmUG01_01034400.1-p1	-	-	-	-	-	
PmUG01_03011600.1-p1	-	-	-	-	-	
PmUG01_03033100.1-p1	-	-	-	-	-	
PmUG01_03035600.1-p1	-	-	-	-	-	
PmUG01_04011400.1-p1	-	-	-	-	-	
PmUG01_05012200.1-p1	-	-	-	-	-	
PmUG01_06026600.1-p1	-	-	-	-	-	
PmUG01_07012900.1-p1	-	-	-	-	-	
PmUG01_07048400.1-p1	-	-	-	-	-	
PmUG01_07048700.1-p1	-	-	-	-	-	
PmUG01_07051800.1-p1	-	-	-	-	-	
PmUG01_08054200.1-p1	-	-	-	-	-	
PmUG01_08054600.1-p1	-	-	-	-	-	
PmUG01_08056100.1-p1	-	-	-	-	-	
PmUG01_08061800.1-p1	-	-	-	-	-	
PmUG01_08062500.1-p1	-	-	-	-	-	
PmUG01_10010800.1-p1	-	-	-	-	-	
PmUG01_10050900.1-p1	-	-	-	-	-	
PmUG01_10051950.1-p1	-	-	-	-	-	
PmUG01_10052000.1-p1	-	-	-	-	-	
PmUG01_10052600.1-p1	-	-	-	-	-	
PmUG01_10053900.1-p1	-	-	-	-	-	
PmUG01_11012600.1-p1	-	-	-	-	-	
PmUG01_11012700.1-p1	-	-	-	-	-	
PmUG01_11014800.1-p1	-	-	-	-	-	
PmUG01_11062900.1-p1	-	-	-	-	-	
PmUG01_11063000.1-p1	-	-	-	-	-	
PmUG01_13057300.1-p1	-	-	-	-	-	
PmUG01_13058200.1-p1	-	-	-	-	-	
PmUG01_13058300.1-p1	-	-	-	-	-	
PmUG01_13059700.1-p1	-	-	-	-	-	
PmUG01_13063600.1-p1	-	-	-	-	-	
PmUG01_13065300.1-p1	-	-	-	-	-	
PmUG01_14010300.1-p1	-	-	-	-	-	
PmUG01_14011800.1-p1	-	-	-	-	-	
PmUG01_14014300.1-p1	-	-	-	-	-	
PmUG01_14014400.1-p1	-	-	-	-	-	
PmUG01_14015000.1-p1	-	-	-	-	-	
TGVEG_239270-t26_1-p1	-	-	-	-	-	
TGVEG_245980-t26_1-p1	-	-	-	-	-	
TGVEG_281650-t26_1-p1	-	-	-	-	-	
TGVEG_295935-t26_1-p1	-	-	-	-	-	
TGVEG_357030-t26_1-p1	-	-	-	-	-	
TP01_0001-t26_1-p1	-	-	-	-	-	
TP01_0002-t26_1-p1	-	-	-	-	-	
TP01_0003-t26_1-p1	-	-	-	-	-	
TP01_0256-t26_1-p1	-	-	-	-	-	
TP01_0257-t26_1-p1	-	-	-	-	-	
TP01_0336-t26_1-p1	-	-	-	-	-	
TP01_0539-t26_1-p1	-	-	-	-	-	
TP01_0540-t26_1-p1	-	-	-	-	-	
TP01_0640-t26_1-p1	-	-	-	-	-	
TP01_0647-t26_1-p1	-	-	-	-	-	
TP01_1221-t26_1-p1	-	-	-	-	-	
TP01_1222-t26_1-p1	-	-	-	-	-	
TP01_1223-t26_1-p1	-	-	-	-	-	
TP01_1224-t26_1-p1	-	-	-	-	-	
TP02_0001-t26_1-p1	-	-	-	-	-	
TP02_0002-t26_1-p1	-	-	-	-	-	
TP02_0013-t26_1-p1	-	-	-	-	-	
TP02_0030-t26_1-p1	-	-	-	-	-	
TP02_0570-t26_1-p1	-	-	-	-	-	
TP02_0608-t26_1-p1	-	-	-	-	-	
TP02_0637-t26_1-p1	-	-	-	-	-	
TP02_0691-t26_1-p1	-	-	-	-	-	
TP02_0778-t26_1-p1	-	-	-	-	-	
TP02_0782-t26_1-p1	-	-	-	-	-	
TP02_0789-t26_1-p1	-	-	-	-	-	
TP02_0802-t26_1-p1	-	-	-	-	-	
TP02_0818-t26_1-p1	-	-	-	-	-	
TP02_0819-t26_1-p1	-	-	-	-	-	
TP02_0856-t26_1-p1	-	-	-	-	-	
TP02_0857-t26_1-p1	-	-	-	-	-	
TP02_0872-t26_1-p1	-	-	-	-	-	
TP02_0876-t26_1-p1	-	-	-	-	-	
TP02_0878-t26_1-p1	-	-	-	-	-	
TP02_0888-t26_1-p1	-	-	-	-	-	
TP02_0890-t26_1-p1	-	-	-	-	-	
TP02_0891-t26_1-p1	-	-	-	-	-	
TP02_0895-t26_1-p1	-	-	-	-	-	
TP02_0896-t26_1-p1	-	-	-	-	-	
TP03_0009-t26_1-p1	-	-	-	-	-	
TP03_0114-t26_1-p1	-	-	-	-	-	
TP03_0213-t26_1-p1	-	-	-	-	-	
TP03_0218-t26_1-p1	-	-	-	-	-	
TP03_0219-t26_1-p1	-	-	-	-	-	
TP03_0243-t26_1-p1	-	-	-	-	-	
TP03_0297-t26_1-p1	-	-	-	-	-	
TP03_0316-t26_1-p1	-	-	-	-	-	
TP03_0368-t26_1-p1	-	-	-	-	-	
TP03_0482-t26_1-p1	-	-	-	-	-	
TP03_0822-t26_1-p1	-	-	-	-	-	
TP03_0829-t26_1-p1	-	-	-	-	-	
TP03_0863-t26_1-p1	-	-	-	-	-	
TP03_0865-t26_1-p1	-	-	-	-	-	
TP04_0012-t26_1-p1	-	-	-	-	-	
TP04_0085-t26_1-p1	-	-	-	-	-	
TP04_0086-t26_1-p1	-	-	-	-	-	
TP04_0095-t26_1-p1	-	-	-	-	-	
TP04_0096-t26_1-p1	-	-	-	-	-	
TP04_0097-t26_1-p1	-	-	-	-	-	
TP04_0100-t26_1-p1	-	-	-	-	-	
TP04_0101-t26_1-p1	-	-	-	-	-	
TP04_0102-t26_1-p1	-	-	-	-	-	
TP04_0103-t26_1-p1	-	-	-	-	-	
TP04_0104-t26_1-p1	-	-	-	-	-	
TP04_0115-t26_1-p1	-	-	-	-	-	
TP04_0136-t26_1-p1	-	-	-	-	-	
TP04_0145-t26_1-p1	-	-	-	-	-	
TP04_0407-t26_1-p1	-	-	-	-	-	
TP04_0929-t26_1-p1	-	-	-	-	-	
cgd8_4180-t26_1-p1	-	-	-	-	-	
PF3D7_0100100	-	-	-	-	-	
PF3D7_0100300	-	-	-	-	-	
PF3D7_0115500	-	-	-	-	-	
PF3D7_0115700	-	-	-	-	-	
PF3D7_0200100	-	-	-	-	-	
PF3D7_0223300	-	-	-	-	-	
PF3D7_0223500	-	-	-	-	-	
PF3D7_0300100	-	-	-	-	-	
PF3D7_0300300	-	-	-	-	-	
PF3D7_0324900	-	-	-	-	-	
PF3D7_0400100	-	-	-	-	-	
PF3D7_0400200	-	-	-	-	-	
PF3D7_0400400	-	-	-	-	-	
PF3D7_0412400	-	-	-	-	-	
PF3D7_0412700	-	-	-	-	-	
PF3D7_0412900	-	-	-	-	-	
PF3D7_0413100	-	-	-	-	-	
PF3D7_0420700	-	-	-	-	-	
PF3D7_0420900	-	-	-	-	-	
PF3D7_0421100	-	-	-	-	-	
PF3D7_0421300	-	-	-	-	-	
PF3D7_0425800	-	-	-	-	-	
PF3D7_0426000	-	-	-	-	-	
PF3D7_0500100	-	-	-	-	-	
PF3D7_0533100	-	-	-	-	-	
PF3D7_0600200	-	-	-	-	-	
PF3D7_0600400	-	-	-	-	-	
PF3D7_0600600	-	-	-	-	-	
PF3D7_0617400	-	-	-	-	-	
PF3D7_0632500	-	-	-	-	-	
PF3D7_0632800	-	-	-	-	-	
PF3D7_0700100	-	-	-	-	-	
PF3D7_0711700	-	-	-	-	-	
PF3D7_0712000	-	-	-	-	-	
PF3D7_0712300	-	-	-	-	-	
PF3D7_0712400	-	-	-	-	-	
PF3D7_0712600	-	-	-	-	-	
PF3D7_0712800	-	-	-	-	-	
PF3D7_0712900	-	-	-	-	-	
PF3D7_0732800	-	-	-	-	-	
PF3D7_0733000	-	-	-	-	-	
PF3D7_0800100	-	-	-	-	-	
PF3D7_0800200	-	-	-	-	-	
PF3D7_0800300	-	-	-	-	-	
PF3D7_0808600	-	-	-	-	-	
PF3D7_0808700	-	-	-	-	-	
PF3D7_0809100	-	-	-	-	-	
PF3D7_0833300	-	-	-	-	-	
PF3D7_0833500	-	-	-	-	-	
PF3D7_0900100	-	-	-	-	-	
PF3D7_0937600	-	-	-	-	-	
PF3D7_0937800	-	-	-	-	-	
PF3D7_1000100	-	-	-	-	-	
PF3D7_1041300	-	-	-	-	-	
PF3D7_1100100	-	-	-	-	-	
PF3D7_1100200	-	-	-	-	-	
PF3D7_1150400	-	-	-	-	-	
PF3D7_1200100	-	-	-	-	-	
PF3D7_1200400	-	-	-	-	-	
PF3D7_1219300	-	-	-	-	-	
PF3D7_1219400	-	-	-	-	-	
PF3D7_1240300	-	-	-	-	-	
PF3D7_1240400	-	-	-	-	-	
PF3D7_1240600	-	-	-	-	-	
PF3D7_1240900	-	-	-	-	-	
PF3D7_1255200	-	-	-	-	-	
PF3D7_1300100	-	-	-	-	-	
PF3D7_1300300	-	-	-	-	-	
PF3D7_1373500	-	-	-	-	-	
PF3D7_1400100	-	-	-	-	-	
PKNH_0102900	-	-	-	-	-	
PKNH_0113600	-	-	-	-	-	
PKNH_0202700	-	-	-	-	-	
PKNH_0202800	-	-	-	-	-	
PKNH_0210400	-	-	-	-	-	
PKNH_0214300	-	-	-	-	-	
PKNH_0312000	-	-	-	-	-	
PKNH_0313500	-	-	-	-	-	
PKNH_0321200	-	-	-	-	-	
PKNH_0321900	-	-	-	-	-	
PKNH_0501600	-	-	-	-	-	
PKNH_0503000	-	-	-	-	-	
PKNH_0503300	-	-	-	-	-	
PKNH_0511200	-	-	-	-	-	
PKNH_0605100	-	-	-	-	-	
PKNH_0613300	-	-	-	-	-	
PKNH_0618700	-	-	-	-	-	
PKNH_0705900	-	-	-	-	-	
PKNH_0726000	-	-	-	-	-	
PKNH_0727500	-	-	-	-	-	
PKNH_0804400	-	-	-	-	-	
PKNH_0806700	-	-	-	-	-	
PKNH_0807800	-	-	-	-	-	
PKNH_0816100	-	-	-	-	-	
PKNH_0817900	-	-	-	-	-	
PKNH_0823600	-	-	-	-	-	
PKNH_0825700	-	-	-	-	-	
PKNH_0831200	-	-	-	-	-	
PKNH_0907600	-	-	-	-	-	
PKNH_0913500	-	-	-	-	-	
PKNH_0945200	-	-	-	-	-	
PKNH_1000600	-	-	-	-	-	
PKNH_1000900	-	-	-	-	-	
PKNH_1002800	-	-	-	-	-	
PKNH_1012400	-	-	-	-	-	
PKNH_1014100	-	-	-	-	-	
PKNH_1021000	-	-	-	-	-	
PKNH_1112600	-	-	-	-	-	
PKNH_1124800	-	-	-	-	-	
PKNH_1146600	-	-	-	-	-	
PKNH_1212000	-	-	-	-	-	
PKNH_1213400	-	-	-	-	-	
PKNH_1214500	-	-	-	-	-	
PKNH_1243600	-	-	-	-	-	
PKNH_1254900	-	-	-	-	-	
PKNH_1257100	-	-	-	-	-	
PKNH_1309900	-	-	-	-	-	
PKNH_1312300	-	-	-	-	-	
PKNH_1314400	-	-	-	-	-	
PKNH_1314500	-	-	-	-	-	
PKNH_1319900	-	-	-	-	-	
PKNH_1323200	-	-	-	-	-	
PKNH_1326500	-	-	-	-	-	
PKNH_1330300	-	-	-	-	-	
PKNH_1344200	-	-	-	-	-	
PKNH_1357000	-	-	-	-	-	
PKNH_1400400	-	-	-	-	-	
PKNH_1415400	-	-	-	-	-	
PKNH_1419100	-	-	-	-	-	
PKNH_1432700	-	-	-	-	-	
PKNH_1444400	-	-	-	-	-	
PKNH_1454600	-	-	-	-	-	
PKNH_1459400	-	-	-	-	-	
PKNH_1460900	-	-	-	-	-	
PKNH_1469700	-	-	-	-	-	
PKNH_1469800	-	-	-	-	-	
PKNH_1473100	-	-	-	-	-	
PBANKA_0304800	-	-	-	-	-	
PBANKA_0304900	-	-	-	-	-	
PBANKA_0305000	-	-	-	-	-	
PBANKA_0305100	-	-	-	-	-	
PCHAS_0307000	-	-	-	-	-	
PCHAS_0307100	-	-	-	-	-	
PCHAS_0307200	-	-	-	-	-	
PCHAS_0307300	-	-	-	-	-	
PCYB_042190	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042200	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042210	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042220	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042230	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042240	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042270	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042280	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042290	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PCYB_042300	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PF3D7_0207400	-	-	-	-	-	
PF3D7_0207500	-	-	-	-	-	
PF3D7_0207600	-	-	-	-	-	
PF3D7_0207700	-	-	-	-	-	
PF3D7_0207800	-	-	-	-	-	
PF3D7_0207900	-	-	-	-	-	
PF3D7_0208000	-	-	-	-	-	
PF3D7_0902800	-	-	-	-	-	
PKNH_0413100	-	-	-	-	-	
PKNH_0413200	-	-	-	-	-	
PKNH_0413400	-	-	-	-	-	
PKNH_0413600	-	-	-	-	-	
PKNH_0413700	-	-	-	-	-	
PRCDC_0206400	-	-	-	-	-	
PRCDC_0206500	-	-	-	-	-	
PRCDC_0206600	-	-	-	-	-	
PRCDC_0206700	-	-	-	-	-	
PRCDC_0206800	-	-	-	-	-	
PRCDC_0206900	-	-	-	-	-	
PRCDC_0900900	-	-	-	-	-	
PVX_003795	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003800	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003805	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003810	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003820	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003825	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003830	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003835	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003840	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003845	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PVX_003850	-	-	GO:0008234 [Name: cysteine-type peptidase activity]	-	-	
PYYM_0305700	-	-	-	-	-	
PYYM_0305800	-	-	-	-	-	
PYYM_0305900	-	-	-	-	-	
PYYM_0306000	-	-	-	-	-	
PmUG01_04024100.1-p1	-	-	-	-	-	
PmUG01_04024200.1-p1	-	-	-	-	-	
PmUG01_04024300.1-p1	-	-	-	-	-	
PmUG01_04024400.1-p1	-	-	-	-	-	
PmUG01_04024500.1-p1	-	-	-	-	-	
PmUG01_04024600.1-p1	-	-	-	-	-	
PmUG01_04024700.1-p1	-	-	-	-	-	
PmUG01_04024800.1-p1	-	-	-	-	-	
PmUG01_04024900.1-p1	-	-	-	-	-	
PmUG01_04025000.1-p1	-	-	-	-	-	
PmUG01_04025100.1-p1	-	-	-	-	-	
PmUG01_04025200.1-p1	-	-	-	-	-	
PCYB_001080	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PCYB_003510	-	-	-	-	-	
PCYB_033040	-	-	-	-	-	
PCYB_053860	-	-	-	-	-	
PCYB_081030	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PCYB_121010	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_001615	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_001625	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_001640	-	-	-	-	-	
PVX_004495	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_004530	-	-	-	-	-	
PVX_005045	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_005057	-	-	-	-	-	
PVX_005060	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_010105	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_013620	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_015635	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_017140	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_020170	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_020680	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_022685	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_023185	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_024685	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_027190	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_034690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_036690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_041690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_042190	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_049690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_054190	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_061690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_063190	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_065690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_073690	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_074190	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_074690	-	-	-	-	-	
PVX_075695	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_076195	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_077695	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_078195	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_083590	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_090305	-	-	-	-	-	
PVX_090315	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_090335	-	-	-	-	-	
PVX_094245	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_096001	-	-	-	-	-	
PVX_097525	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_101620	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_101630	-	-	-	-	-	
PVX_102640	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_103155	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_106220	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_107235	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_112630	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_115985	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_120340	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_120845	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
PVX_124705	-	-	-	-	-	
PVX_158260	-	-	-	-	-	
PVX_170270	-	-	-	-	-	
PVX_183280	-	GO:0016021 [Name: integral component of membrane]	-	-	-	
BBM_I00890	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0008026 [Name: ATP-dependent helicase activity]; GO:0005524 [Name: ATP binding]	-	-	
BBM_II00035	-	-	-	-	-	
BBM_II03475	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
BBM_II04040	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
BBM_III00940	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
BBM_III01185	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
BBM_III05095	-	-	GO:0008026 [Name: ATP-dependent helicase activity]; GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PBANKA_0514100	-	-	-	-	-	
PBANKA_0818600	-	-	-	-	-	
PBANKA_1140200	-	-	-	-	-	
PBANKA_1446300	-	-	-	-	-	
PCHAS_0514200	-	-	-	-	-	
PCHAS_0818900	-	-	-	-	-	
PCHAS_1139700	-	-	-	-	-	
PCHAS_1448500	-	-	-	-	-	
PCYB_062430	-	-	GO:0008026 [Name: ATP-dependent helicase activity]; GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PCYB_072520	-	-	GO:0004386 [Name: helicase activity]	-	-	
PCYB_111630	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
PCYB_145720	-	-	GO:0005524 [Name: ATP binding]; GO:0003676 [Name: nucleic acid binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
PF3D7_0917600	-	-	-	-	-	
PF3D7_1030100	-	-	-	-	-	
PF3D7_1231600	-	-	-	-	-	
PF3D7_1364300	-	-	-	-	-	
PKNH_0614800	-	-	-	-	-	
PKNH_0715600	-	-	-	-	-	
PKNH_1107000	-	-	-	-	-	
PKNH_1451000	-	-	-	-	-	
PRCDC_0915600	-	-	-	-	-	
PRCDC_1029400	-	-	-	-	-	
PRCDC_1230900	-	-	-	-	-	
PRCDC_1363200	-	-	-	-	-	
PVX_099300	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0004386 [Name: helicase activity]; GO:0005524 [Name: ATP binding]	-	-	
PVX_100525	-	-	GO:0008026 [Name: ATP-dependent helicase activity]; GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]	-	-	
PVX_111220	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0005524 [Name: ATP binding]; GO:0008026 [Name: ATP-dependent helicase activity]	-	-	
PVX_115175	-	-	GO:0003676 [Name: nucleic acid binding]; GO:0008026 [Name: ATP-dependent helicase activity]; GO:0005524 [Name: ATP binding]	-	-	
PYYM_0514500	-	-	-	-	-	
PYYM_0821600	-	-	-	-	-	
PYYM_1142600	-	-	-	-	-	
PYYM_1450400	-	-	-	-	-	
PmUG01_07029100.1-p1	-	-	-	-	-	
PmUG01_10041300.1-p1	-	-	-	-	-	
PmUG01_11021900.1-p1	-	-	-	-	-	
PmUG01_14065900.1-p1	-	-	-	-	-	
TGVEG_216950-t26_1-p1	-	-	-	-	-	
TGVEG_233520-t26_1-p1	-	-	-	-	-	
TGVEG_260200-t26_1-p1	-	-	-	-	-	
TGVEG_263650-t26_1-p1	-	-	-	-	-	
TGVEG_312280-t26_1-p1	-	-	-	-	-	
TP01_0103-t26_1-p1	-	-	-	-	-	
TP01_0544-t26_1-p1	-	-	-	-	-	
TP01_0641-t26_1-p1	-	-	-	-	-	
TP01_1019-t26_1-p1	-	-	-	-	-	
TP02_0292-t26_1-p1	-	-	-	-	-	
TP03_0394-t26_1-p1	-	-	-	-	-	
cgd1_2650-t26_1-p1	-	-	-	-	-	
cgd4_4230-t26_1-p1	-	-	-	-	-	
cgd6_1410-t26_1-p1	-	-	-	-	-	
cgd7_640-t26_1-p1	-	-	-	-	-	
cgd8_4100-t26_1-p1	-	-	-	-	-	
BBM_II03735	-	-	GO:0005509 [Name: calcium ion binding]; GO:0004672 [Name: protein kinase activity]; GO:0005524 [Name: ATP binding]	-	-	
BBM_III01395	-	-	GO:0005509 [Name: calcium ion binding]; GO:0004672 [Name: protein kinase activity]; GO:0005524 [Name: ATP binding]	-	-	
BBM_III08970	-	-	GO:0005509 [Name: calcium ion binding]; GO:0005524 [Name: ATP binding]; GO:0004672 [Name: protein kinase activity]	-	-	
PBANKA_0205800	-	-	-	-	-	
PBANKA_0314200	-	-	-	-	-	
PBANKA_0615200	-	-	-	-	-	
PBANKA_0925200	-	-	-	-	-	
PCHAS_0316300	-	-	-	-	-	
PCHAS_0616900	-	-	-	-	-	
PCHAS_0919200	-	-	-	-	-	
PCYB_021650	-	-	GO:0005524 [Name: ATP binding]; GO:0004674 [Name: protein serine/threonine kinase activity]	-	-	
PCYB_032120	-	-	GO:0005509 [Name: calcium ion binding]; GO:0004672 [Name: protein kinase activity]; GO:0005524 [Name: ATP binding]	-	-	
PCYB_041280	-	-	GO:0005524 [Name: ATP binding]; GO:0005509 [Name: calcium ion binding]; GO:0004672 [Name: protein kinase activity]	-	-	
PCYB_041560	-	-	GO:0004674 [Name: protein serine/threonine kinase activity]; GO:0005524 [Name: ATP binding]	-	-	
PCYB_092910	-	-	-	-	-	
PF3D7_0217500	-	-	-	-	-	
PF3D7_0717500	-	-	-	-	-	
PF3D7_1123100	-	-	-	-	-	
PKNH_0312500	-	-	-	-	-	
PKNH_0403400	-	-	-	-	-	
PKNH_0920900	-	-	-	-	-	
PRCDC_0216400	-	-	-	-	-	
PRCDC_0714800	-	-	-	-	-	
PRCDC_1121500	-	-	-	-	-	
PVX_000555	-	-	GO:0005524 [Name: ATP binding]; GO:0004672 [Name: protein kinase activity]; GO:0005509 [Name: calcium ion binding]	-	-	
PVX_002665	-	-	GO:0005509 [Name: calcium ion binding]; GO:0005524 [Name: ATP binding]; GO:0004672 [Name: protein kinase activity]	-	-	
PVX_002805	-	-	GO:0005524 [Name: ATP binding]; GO:0004674 [Name: protein serine/threonine kinase activity]	-	-	
PVX_091770	-	-	GO:0004672 [Name: protein kinase activity]; GO:0005524 [Name: ATP binding]; GO:0005509 [Name: calcium ion binding]	-	-	
PYYM_0315000	-	-	-	-	-	
PYYM_0617000	-	-	-	-	-	
PYYM_0926600	-	-	-	-	-	
PmUG01_03024000.1-p1	-	-	-	-	-	
PmUG01_04014900.1-p1	-	-	-	-	-	
PmUG01_04017700.1-p1	-	-	-	-	-	
PmUG01_09032300.1-p1	-	-	-	-	-	
TGVEG_205550-t26_1-p1	-	-	-	-	-	
TGVEG_217600-t26_1-p1	-	-	-	-	-	
TGVEG_228750-t26_1-p1	-	-	-	-	-	
TGVEG_240390-t26_1-p1	-	-	-	-	-	
TGVEG_243340-t26_1-p1	-	-	-	-	-	
